unidad_academica,id_estudiante,estado_civil,sexo,sit_laboral,tipo_residencia,anio_nacimiento,anio_egreso_med
ESCINFO,ESCINFO-5728,1.0,1,NC,1.0,2004,2020
ESCINFO,ESCINFO-6077,1.0,2,NC,-1.0,2004,2020
ESCINFO,ESCINFO-6235,1.0,1,NC,-1.0,2003,2019
ESCINFO,ESCINFO-6016,1.0,1,NC,-1.0,2002,2018
ESCINFO,ESCINFO-6064,1.0,1,NC,2.0,2002,2019
ESCINFO,ESCINFO-6063,1.0,1,NC,1.0,2001,2018
ESCINFO,ESCINFO-5840,1.0,1,NC,-1.0,2001,2019
ESCINFO,ESCINFO-6052,1.0,2,NC,-1.0,2001,2019
ESCINFO,ESCINFO-5827,1.0,1,NC,-1.0,2003,2018
ESCINFO,ESCINFO-5859,1.0,2,NC,-1.0,2001,2018
ESCINFO,ESCINFO-6237,1.0,2,NC,-1.0,2001,2019
ESCINFO,ESCINFO-6467,1.0,2,NC,1.0,2002,2019
ESCINFO,ESCINFO-5919,1.0,2,NC,-1.0,2001,2018
ESCINFO,ESCINFO-5965,1.0,1,NC,-1.0,2003,2019
ESCINFO,ESCINFO-5979,1.0,1,NC,1.0,2003,2018
ESCINFO,ESCINFO-6174,1.0,2,NC,-1.0,2002,2019
ESCINFO,ESCINFO-6455,1.0,2,NC,-1.0,2002,2018
ESCINFO,ESCINFO-5976,1.0,2,NC,-1.0,2003,2019
ESCINFO,ESCINFO-6068,1.0,2,NC,-1.0,2002,2018
ESCINFO,ESCINFO-5874,1.0,1,NC,-1.0,2002,2019
ESCINFO,ESCINFO-6207,1.0,1,NC,-1.0,2001,2018
ESCINFO,ESCINFO-6460,1.0,2,NC,-1.0,2001,2018
ESCINFO,ESCINFO-1810,1.0,2,NC,-1.0,2003,2019
ESCINFO,ESCINFO-6468,1.0,2,NC,-1.0,2002,2018
ESCINFO,ESCINFO-6042,1.0,1,NC,3.0,2002,2018
ESCINFO,ESCINFO-5925,1.0,1,NC,1.0,2001,2019
ESCINFO,ESCINFO-5885,1.0,2,NC,-1.0,2004,2020
ESCINFO,ESCINFO-6009,1.0,1,NC,-1.0,2002,2018
ESCINFO,ESCINFO-6469,1.0,1,NC,-1.0,2001,2019
ESCINFO,ESCINFO-6414,1.0,2,NC,-1.0,2001,2019
ESCINFO,ESCINFO-6470,1.0,1,NC,-1.0,2004,2020
ESCINFO,ESCINFO-6471,1.0,2,NC,2.0,2001,2018
ESCINFO,ESCINFO-6310,1.0,2,NC,-1.0,2002,2018
ESCINFO,ESCINFO-6285,1.0,1,NC,-1.0,2002,2019
ESCINFO,ESCINFO-6350,1.0,1,NC,2.0,2004,2020
ESCINFO,ESCINFO-6313,1.0,2,NC,2.0,2001,2019
ESCINFO,ESCINFO-5751,1.0,1,NC,1.0,2004,2020
ESCINFO,ESCINFO-5819,1.0,2,NC,2.0,2003,2019
ESCINFO,ESCINFO-6246,1.0,2,NC,-1.0,2004,2020
ESCINFO,ESCINFO-6472,1.0,2,NC,1.0,2002,2019
ESCINFO,ESCINFO-6045,1.0,1,NC,-1.0,2002,2018
ESCINFO,ESCINFO-6307,1.0,2,NC,-1.0,2001,2019
ESCINFO,ESCINFO-5973,1.0,1,NC,1.0,2003,2018
ESCINFO,ESCINFO-6234,1.0,2,NC,-1.0,2002,2019
ESCINFO,ESCINFO-6203,1.0,2,NC,1.0,2002,2019
ESCINFO,ESCINFO-6370,1.0,2,NC,-1.0,2001,2018
ESCINFO,ESCINFO-6314,1.0,2,NC,2.0,2003,2019
ESCINFO,ESCINFO-5974,1.0,2,NC,-1.0,2002,2019
ESCINFO,ESCINFO-6117,1.0,2,NC,2.0,2002,2019
ESCINFO,ESCINFO-5953,1.0,1,NC,1.0,2004,2020
ESCINFO,ESCINFO-6475,1.0,2,NC,2.0,2003,2019
ESCINFO,ESCINFO-5904,1.0,1,NC,2.0,2004,2020
ESCINFO,ESCINFO-5999,1.0,2,NC,-1.0,2003,2018
ESCINFO,ESCINFO-5938,1.0,2,NC,-1.0,2003,2018
ESCINFO,ESCINFO-5959,1.0,2,NC,1.0,2002,2019
ESCINFO,ESCINFO-6018,1.0,2,NC,1.0,2002,2019
ESCINFO,ESCINFO-6256,1.0,1,NC,-1.0,2001,2018
ESCINFO,ESCINFO-6056,1.0,2,NC,-1.0,2002,2018
ESCINFO,ESCINFO-5695,1.0,2,NC,-1.0,2003,2018
ESCINFO,ESCINFO-6236,1.0,2,NC,1.0,2002,2019
ESCINFO,ESCINFO-6231,1.0,2,NC,1.0,2002,2019
ESCINFO,ESCINFO-5997,1.0,2,NC,-1.0,2004,2020
ESCINFO,ESCINFO-6227,1.0,1,NC,-1.0,2003,2018
ESCINFO,ESCINFO-6100,1.0,1,NC,-1.0,2003,2019
ESCINFO,ESCINFO-6214,1.0,2,NC,-1.0,2004,2020
ESCINFO,ESCINFO-6059,1.0,2,NC,-1.0,2004,2020
ESCINFO,ESCINFO-6243,1.0,1,NC,1.0,2002,2018
ESCINFO,ESCINFO-5964,1.0,2,NC,-1.0,2003,2018
ESCINFO,ESCINFO-6373,1.0,2,NC,-1.0,2002,2019
ESCINFO,ESCINFO-6034,1.0,2,NC,-1.0,2004,2020
ESCINFO,ESCINFO-5939,1.0,2,NC,1.0,2002,2019
ESCINFO,ESCINFO-6080,1.0,1,NC,2.0,2002,2018
ESCINFO,ESCINFO-6039,1.0,1,NC,1.0,2002,2019
ESCINFO,ESCINFO-5854,1.0,1,NC,-1.0,2003,2018
ESCINFO,ESCINFO-6323,1.0,1,NC,-1.0,2003,2019
ESCINFO,ESCINFO-6479,1.0,1,NC,-1.0,2001,2019
ESCINFO,ESCINFO-5841,1.0,1,NC,-1.0,2004,2020
ESCINFO,ESCINFO-6476,1.0,2,NC,1.0,2004,2020
ESCINFO,ESCINFO-6121,1.0,1,NC,2.0,2001,2018
ESCINFO,ESCINFO-6029,1.0,2,NC,-1.0,2002,2019
ESCINFO,ESCINFO-5931,1.0,1,NC,-1.0,2004,2020
ESCINFO,ESCINFO-6188,1.0,2,NC,2.0,2003,2018
ESCINFO,ESCINFO-6379,1.0,2,NC,-1.0,2004,2020
ESCINFO,ESCINFO-6394,1.0,2,NC,-1.0,2004,2020
ESCINFO,ESCINFO-6126,1.0,1,NC,2.0,2003,2019
ESCINFO,ESCINFO-5820,1.0,2,NC,1.0,2001,2018
ESCINFO,ESCINFO-5875,1.0,2,NC,1.0,2002,2018
ESCINFO,ESCINFO-5881,1.0,2,NC,2.0,2003,2019
ESCINFO,ESCINFO-6208,1.0,2,NC,1.0,2003,2018
ESCINFO,ESCINFO-6181,1.0,2,NC,-1.0,2003,2019
ESCINFO,ESCINFO-5821,1.0,2,NC,-1.0,2001,2018
ESCINFO,ESCINFO-5956,1.0,2,NC,-1.0,2001,2019
ESCINFO,ESCINFO-6172,1.0,1,NC,1.0,2002,2019
ESCINFO,ESCINFO-6092,1.0,1,NC,1.0,2001,2019
ESCINFO,ESCINFO-6190,1.0,1,NC,2.0,2002,2018
ESCINFO,ESCINFO-6253,1.0,2,NC,1.0,2001,2018
ESCINFO,ESCINFO-6477,1.0,2,NC,1.0,2004,2020
ESCINFO,ESCINFO-5987,1.0,2,NC,2.0,2001,2019
ESCINFO,ESCINFO-6259,1.0,1,NC,1.0,2002,2019
ESCINFO,ESCINFO-6096,1.0,1,NC,1.0,2003,2019
ESCINFO,ESCINFO-5980,1.0,2,NC,-1.0,2004,2020
ESCINFO,ESCINFO-6054,1.0,2,NC,-1.0,2002,2018
ESCINFO,ESCINFO-6134,1.0,1,NC,-1.0,2003,2018
ESCINFO,ESCINFO-6075,1.0,2,Si,1.0,2004,2020
ESCINFO,ESCINFO-5855,1.0,2,NC,1.0,2002,2018
ESCINFO,ESCINFO-6085,1.0,2,NC,2.0,2004,2020
ESCINFO,ESCINFO-6252,1.0,1,NC,-1.0,2001,2019
ESCINFO,ESCINFO-6128,1.0,2,NC,1.0,2001,2019
ESCINFO,ESCINFO-5986,1.0,2,NC,1.0,2004,2020
ESCINFO,ESCINFO-6156,1.0,1,NC,4.0,2001,2019
ESCINFO,ESCINFO-6124,1.0,2,NC,-1.0,2002,2018
ESCINFO,ESCINFO-6161,2.0,1,NC,1.0,2003,2018
ESCINFO,ESCINFO-6193,1.0,1,NC,1.0,2004,2020
ESCINFO,ESCINFO-6113,1.0,2,NC,-1.0,2004,2020
ESCINFO,ESCINFO-5993,1.0,2,NC,2.0,2004,2020
ESCINFO,ESCINFO-6074,1.0,2,NC,1.0,2004,2020
ESCINFO,ESCINFO-5998,1.0,2,1,1.0,2004,2020
ESCINFO,ESCINFO-6072,1.0,2,NC,1.0,2004,2020
ESCINFO,ESCINFO-6132,1.0,1,NC,-1.0,2004,2020
ESCINFO,ESCINFO-6086,1.0,2,NC,1.0,2003,2018
ESCINFO,ESCINFO-6403,1.0,1,NC,1.0,2004,2020
ESCINFO,ESCINFO-5887,1.0,1,No,1.0,2003,2019
ESCINFO,ESCINFO-5873,1.0,1,NC,1.0,2001,2018
ESCINFO,ESCINFO-6084,1.0,1,NC,2.0,2001,2018
ESCINFO,ESCINFO-6131,1.0,1,NC,2.0,2002,2018
ESCINFO,ESCINFO-6025,1.0,1,NC,2.0,2002,2019
ESCINFO,ESCINFO-6067,1.0,1,NC,1.0,2004,2020
ESCINFO,ESCINFO-5922,1.0,1,NC,-1.0,2003,2018
ESCINFO,ESCINFO-6040,1.0,2,NC,2.0,2002,2019
ESCINFO,ESCINFO-6155,1.0,2,NC,1.0,2004,2020
ESCINFO,ESCINFO-5915,1.0,2,NC,-1.0,2004,2020
ESCINFO,ESCINFO-6481,1.0,2,NC,2.0,2002,2019
ESCINFO,ESCINFO-6176,1.0,1,NC,2.0,2003,2019
ESCINFO,ESCINFO-3406,1.0,1,NC,1.0,2002,2018
ESCINFO,ESCINFO-6486,1.0,2,NC,2.0,2001,2019
ESCINFO,ESCINFO-6487,1.0,2,NC,-1.0,2003,2019
ESCINFO,ESCINFO-6417,1.0,1,NC,2.0,2002,2019
ESCINFO,ESCINFO-5950,1.0,2,NC,1.0,2003,2019
ESCINFO,ESCINFO-5866,1.0,2,NC,2.0,2002,2018
ESCINFO,ESCINFO-6273,1.0,1,NC,1.0,2004,2020
ESCINFO,ESCINFO-6043,1.0,2,NC,2.0,2004,2020
ESCINFO,ESCINFO-6210,1.0,2,NC,2.0,2001,2019
ESCINFO,ESCINFO-6447,1.0,1,NC,2.0,2003,2019
ESCINFO,ESCINFO-5303,1.0,1,NC,2.0,2003,2018
ESCINFO,ESCINFO-5234,1.0,2,NC,2.0,2003,2019
ESCINFO,ESCINFO-4582,1.0,2,NC,-1.0,2002,2019
ESCINFO,ESCINFO-1168,1.0,1,NC,1.0,2001,2019
ESCINFO,ESCINFO-5930,1.0,2,NC,1.0,2001,2019
ESCINFO,ESCINFO-6298,1.0,1,NC,2.0,2001,2019
ESCINFO,ESCINFO-6488,1.0,1,NC,2.0,2004,2020
ESCINFO,ESCINFO-6423,1.0,2,NC,2.0,2001,2019
ESCINFO,ESCINFO-4749,1.0,1,NC,2.0,2002,2018
ESCINFO,ESCINFO-944,1.0,1,NC,-1.0,2003,2015
ESCINFO,ESCINFO-4204,1.0,1,NC,-1.0,2001,2018
ESCINFO,ESCINFO-4891,1.0,1,NC,1.0,2001,2018
ESCINFO,ESCINFO-5689,1.0,1,NC,-1.0,2000,2014
ESCINFO,ESCINFO-1992,1.0,2,NC,1.0,2001,2015
ESCINFO,ESCINFO-4192,1.0,2,NC,2.0,2004,2020
ESCINFO,ESCINFO-981,1.0,2,NC,1.0,2003,2016
ESCINFO,ESCINFO-5543,1.0,2,NC,2.0,2004,2020
ESCINFO,ESCINFO-5777,1.0,1,NC,1.0,2003,2018
ESCINFO,ESCINFO-5244,1.0,2,NC,1.0,2002,2019
ESCINFO,ESCINFO-5533,1.0,1,NC,1.0,2003,2018
ESCINFO,ESCINFO-2369,1.0,2,NC,1.0,2003,2016
ESCINFO,ESCINFO-5791,1.0,1,NC,2.0,2003,2019
ESCINFO,ESCINFO-5796,1.0,1,NC,-1.0,2002,2018
ESCINFO,ESCINFO-1283,1.0,2,NC,2.0,2002,2017
ESCINFO,ESCINFO-5266,1.0,1,NC,-1.0,2004,2020
ESCINFO,ESCINFO-5265,1.0,2,NC,-1.0,2001,2018
ESCINFO,ESCINFO-5131,1.0,2,NC,2.0,2003,2019
ESCINFO,ESCINFO-5264,1.0,1,NC,2.0,2003,2018
ESCINFO,ESCINFO-1665,1.0,1,NC,-1.0,2003,2016
ESCINFO,ESCINFO-5463,1.0,1,NC,-1.0,2004,2020
ESCINFO,ESCINFO-5525,1.0,1,NC,3.0,2001,2019
ESCINFO,ESCINFO-5578,1.0,2,NC,-1.0,2003,2018
ESCINFO,ESCINFO-5340,1.0,2,NC,2.0,2002,2018
ESCINFO,ESCINFO-3585,1.0,2,NC,-1.0,2002,2016
ESCINFO,ESCINFO-5186,1.0,1,NC,2.0,2001,2019
ESCINFO,ESCINFO-3219,1.0,1,NC,2.0,2000,2015
ESCINFO,ESCINFO-5182,1.0,2,NC,1.0,2002,2018
ESCINFO,ESCINFO-4506,1.0,1,NC,1.0,2003,2019
ESCINFO,ESCINFO-5257,1.0,2,NC,2.0,2002,2018
ESCINFO,ESCINFO-4851,1.0,2,Si,1.0,2002,2019
ESCINFO,ESCINFO-5166,1.0,1,Si,1.0,2001,2018
ESCINFO,ESCINFO-5472,1.0,2,NC,1.0,2003,2019
ESCINFO,ESCINFO-5465,1.0,1,NC,1.0,2004,2020
ESCINFO,ESCINFO-5419,1.0,2,NC,-1.0,2003,2019
ESCINFO,ESCINFO-5411,1.0,1,NC,1.0,2003,2019
ESCINFO,ESCINFO-5996,1.0,1,NC,1.0,2004,2020
ESCINFO,ESCINFO-4184,1.0,1,NC,1.0,2003,2018
ESCINFO,ESCINFO-6275,1.0,2,NC,-1.0,2001,2018
ESCINFO,ESCINFO-5920,1.0,1,NC,1.0,2002,2019
ESCINFO,ESCINFO-6028,1.0,1,NC,2.0,2001,2019
ESCINFO,ESCINFO-1687,1.0,2,NC,1.0,2002,2018
ESCINFO,ESCINFO-5921,1.0,1,NC,2.0,2001,2019
ESCINFO,ESCINFO-5868,1.0,1,NC,1.0,2002,2018
ESCINFO,ESCINFO-6049,1.0,2,NC,-1.0,2003,2018
ESCINFO,ESCINFO-6031,1.0,2,NC,1.0,2004,2020
ESCINFO,ESCINFO-6178,1.0,2,NC,2.0,2001,2018
ESCINFO,ESCINFO-6097,1.0,2,NC,1.0,2002,2018
ESCINFO,ESCINFO-1576,1.0,2,NC,2.0,2001,2017
ESCINFO,ESCINFO-5130,1.0,2,NC,-1.0,2003,2019
ESCINFO,ESCINFO-5282,1.0,2,NC,2.0,2004,2020
ESCINFO,ESCINFO-2771,1.0,1,NC,1.0,2000,2017
ESCINFO,ESCINFO-4463,1.0,1,NC,-1.0,2001,2018
ESCINFO,ESCINFO-3648,1.0,2,NC,-1.0,2003,2018
ESCINFO,ESCINFO-3469,1.0,2,NC,1.0,2000,2016
ESCINFO,ESCINFO-1555,1.0,1,NC,1.0,2000,2016
ESCINFO,ESCINFO-5245,1.0,2,NC,1.0,2001,2019
ESCINFO,ESCINFO-5466,1.0,1,NC,1.0,2002,2018
ESCINFO,ESCINFO-5319,1.0,1,NC,1.0,2003,2018
ESCINFO,ESCINFO-3781,1.0,2,NC,1.0,2002,2015
ESCINFO,ESCINFO-5329,1.0,2,NC,2.0,2004,2020
ESCINFO,ESCINFO-4206,1.0,1,NC,-1.0,2004,2020
ESCINFO,ESCINFO-5666,1.0,2,NC,1.0,2004,2020
ESCINFO,ESCINFO-2914,1.0,1,NC,-1.0,2001,2017
ESCINFO,ESCINFO-4988,1.0,1,NC,1.0,2001,2019
ESCINFO,ESCINFO-4551,1.0,2,NC,1.0,2004,2020
ESCINFO,ESCINFO-2443,1.0,2,NC,1.0,2000,2017
ESCINFO,ESCINFO-5345,1.0,1,NC,1.0,2001,2019
ESCINFO,ESCINFO-5277,1.0,1,NC,-1.0,2003,2019
ESCINFO,ESCINFO-5261,1.0,2,NC,-1.0,2004,2020
ESCINFO,ESCINFO-5772,1.0,2,NC,1.0,2004,2020
ESCINFO,ESCINFO-1057,1.0,1,NC,2.0,2002,2015
ESCINFO,ESCINFO-3511,1.0,1,NC,-1.0,2001,2017
ESCINFO,ESCINFO-5221,1.0,2,NC,1.0,2002,2018
ESCINFO,ESCINFO-1116,1.0,1,NC,2.0,2000,2015
ESCINFO,ESCINFO-2411,1.0,2,NC,-1.0,2001,2018
ESCINFO,ESCINFO-895,1.0,1,NC,2.0,2001,2019
ESCINFO,ESCINFO-630,1.0,1,NC,2.0,2003,2018
ESCINFO,ESCINFO-733,1.0,2,NC,2.0,2001,2018
ESCINFO,ESCINFO-3390,1.0,2,NC,-1.0,2003,2015
ESCINFO,ESCINFO-1351,1.0,1,NC,1.0,2002,2016
ESCINFO,ESCINFO-5392,1.0,2,NC,1.0,2004,2020
ESCINFO,ESCINFO-5623,2.0,1,NC,1.0,2001,2018
ESCINFO,ESCINFO-4604,1.0,1,NC,3.0,2002,2018
ESCINFO,ESCINFO-3529,1.0,1,NC,2.0,2002,2017
ESCINFO,ESCINFO-3428,1.0,2,NC,1.0,2003,2015
ESCINFO,ESCINFO-4182,1.0,2,NC,2.0,2001,2018
ESCINFO,ESCINFO-6697,1.0,1,NC,-1.0,2003,2016
ESCINFO,ESCINFO-5333,1.0,2,NC,1.0,2001,2018
ESCINFO,ESCINFO-5039,1.0,2,NC,2.0,2003,2019
ESCINFO,ESCINFO-5663,1.0,2,NC,1.0,2001,2019
ESCINFO,ESCINFO-5738,1.0,2,NC,2.0,2001,2018
ESCINFO,ESCINFO-5112,1.0,1,NC,-1.0,2002,2019
ESCINFO,ESCINFO-5367,1.0,1,NC,2.0,2001,2019
ESCINFO,ESCINFO-4193,1.0,2,NC,-1.0,2002,2019
ESCINFO,ESCINFO-5130,1.0,2,NC,-1.0,2003,2019
ESCINFO,ESCINFO-3682,1.0,2,NC,1.0,2000,2017
ESCINFO,ESCINFO-3503,1.0,2,NC,2.0,2001,2015
ESCINFO,ESCINFO-459,1.0,1,NC,1.0,2001,2019
ESCINFO,ESCINFO-1666,1.0,1,NC,1.0,2002,2013
ESCINFO,ESCINFO-4411,1.0,1,NC,2.0,2001,2019
ESCINFO,ESCINFO-3456,1.0,2,NC,-1.0,2001,2018
ESCINFO,ESCINFO-1772,1.0,2,NC,2.0,2001,2017
ESCINFO,ESCINFO-5628,1.0,1,NC,2.0,2004,2020
ESCINFO,ESCINFO-5142,1.0,1,NC,2.0,2001,2018
ESCINFO,ESCINFO-4832,1.0,1,NC,1.0,2004,2020
ESCINFO,ESCINFO-5383,1.0,2,NC,2.0,2004,2020
ESCINFO,ESCINFO-5286,1.0,2,NC,2.0,2003,2019
ESCINFO,ESCINFO-4259,1.0,2,NC,-1.0,2001,2018
ESCINFO,ESCINFO-5784,1.0,1,NC,3.0,2001,2019
ESCINFO,ESCINFO-2931,1.0,2,NC,2.0,2002,2018
ESCINFO,ESCINFO-6003,1.0,2,NC,1.0,2002,2019
ESCINFO,ESCINFO-5034,1.0,1,NC,-1.0,2001,2019
ESCINFO,ESCINFO-5010,1.0,1,NC,2.0,2001,2018
ESCINFO,ESCINFO-5864,1.0,1,NC,2.0,2004,2020
ESCINFO,ESCINFO-5616,1.0,2,NC,1.0,2001,2019
ESCINFO,ESCINFO-5268,1.0,2,NC,2.0,2003,2018
ESCINFO,ESCINFO-7229,1.0,2,NC,1.0,2003,2018
ESCINFO,ESCINFO-1674,1.0,2,NC,1.0,2003,2019
ESCINFO,ESCINFO-3438,1.0,2,NC,1.0,2002,2018
ESCINFO,ESCINFO-3458,1.0,2,NC,1.0,2004,2020
ESCINFO,ESCINFO-5015,1.0,1,NC,1.0,2002,2019
ESCINFO,ESCINFO-4864,1.0,1,NC,2.0,2002,2019
ESCINFO,ESCINFO-3534,1.0,1,NC,1.0,2001,2018
ESCINFO,ESCINFO-5800,1.0,1,NC,-1.0,2002,2019
ESCINFO,ESCINFO-5222,1.0,1,No,1.0,2001,2019
ESCINFO,ESCINFO-728,1.0,1,NC,2.0,2001,2018
ESCINFO,ESCINFO-6539,1.0,2,NC,1.0,2002,2019
ESCINFO,ESCINFO-6538,1.0,1,NC,2.0,2002,2018
ESCINFO,ESCINFO-7110,2.0,1,NC,1.0,2002,2019
ESCINFO,ESCINFO-6574,1.0,2,NC,2.0,2003,2018
ESCINFO,ESCINFO-6603,1.0,2,NC,-1.0,2003,2018
ESCINFO,ESCINFO-6106,1.0,2,NC,1.0,2001,2019
ESCINFO,ESCINFO-7234,1.0,2,NC,-1.0,2002,2018
ESCINFO,ESCINFO-6053,1.0,2,NC,-1.0,2002,2018
ESCINFO,ESCINFO-6327,1.0,1,NC,1.0,2002,2018
ESCINFO,ESCINFO-7049,1.0,1,NC,1.0,2003,2018
ESCINFO,ESCINFO-6699,1.0,1,NC,2.0,2004,2020
ESCINFO,ESCINFO-6969,1.0,2,NC,1.0,2003,2018
ESCINFO,ESCINFO-5949,1.0,1,NC,2.0,2001,2018
ESCINFO,ESCINFO-6975,2.0,1,NC,1.0,2003,2019
ESCINFO,ESCINFO-6533,1.0,1,NC,2.0,2004,2020
ESCINFO,ESCINFO-6550,1.0,2,NC,2.0,2001,2018
ESCINFO,ESCINFO-7237,1.0,2,No,2.0,2001,2019
ESCINFO,ESCINFO-7238,1.0,2,NC,2.0,2003,2018
ESCINFO,ESCINFO-5834,1.0,2,NC,1.0,2002,2018
ESCINFO,ESCINFO-7204,1.0,2,NC,1.0,2004,2020
ESCINFO,ESCINFO-4871,1.0,2,1,1.0,2001,2019
ESCINFO,ESCINFO-7052,1.0,2,NC,1.0,2004,2020
ESCINFO,ESCINFO-5903,1.0,1,NC,1.0,2002,2018
ESCINFO,ESCINFO-7236,1.0,2,No,1.0,2001,2019
ESCINFO,ESCINFO-2777,1.0,2,NC,1.0,2001,2019
ESCINFO,ESCINFO-5829,1.0,2,No,1.0,2002,2018
ESCINFO,ESCINFO-7016,1.0,2,No,1.0,2003,2019
ESCINFO,ESCINFO-6568,1.0,2,Si,1.0,2004,2020
ESCINFO,ESCINFO-6507,1.0,1,Si,1.0,2001,2018
ESCINFO,ESCINFO-6499,1.0,2,NC,2.0,2002,2019
ESCINFO,ESCINFO-7231,1.0,1,No,1.0,2001,2018
ESCINFO,ESCINFO-6618,1.0,2,NC,2.0,2002,2019
ESCINFO,ESCINFO-7073,1.0,2,NC,1.0,2001,2019
ESCINFO,ESCINFO-6700,1.0,2,NC,2.0,2003,2018
ESCINFO,ESCINFO-6023,1.0,2,No,1.0,2004,2020
ESCINFO,ESCINFO-6626,1.0,1,NC,1.0,2002,2019
ESCINFO,ESCINFO-6195,1.0,1,No,1.0,2001,2019
ESCINFO,ESCINFO-5471,1.0,2,NC,2.0,2004,2020
ESCINFO,ESCINFO-1527,1.0,2,No,2.0,2004,2020
ESCINFO,ESCINFO-6947,1.0,2,NC,1.0,2001,2018
ESCINFO,ESCINFO-7228,1.0,2,NC,2.0,2004,2020
ESCINFO,ESCINFO-1112,1.0,1,Si,2.0,2001,2018
ESCINFO,ESCINFO-3607,1.0,2,Si,1.0,2002,2018
ESCINFO,ESCINFO-6612,1.0,1,NC,4.0,2002,2019
ESCINFO,ESCINFO-5011,3.0,2,NC,4.0,2003,2018
ESCINFO,ESCINFO-7156,1.0,2,NC,1.0,2004,2020
ESCINFO,ESCINFO-5042,1.0,2,No,2.0,2003,2018
ESCINFO,ESCINFO-6775,1.0,2,NC,2.0,2004,2020
ESCINFO,ESCINFO-7245,1.0,1,NC,2.0,2004,2020
ESCINFO,ESCINFO-6719,1.0,2,No,1.0,2003,2019
ESCINFO,ESCINFO-6860,1.0,2,NO,1.0,2001,2018
ESCINFO,ESCINFO-6606,1.0,2,NC,2.0,2003,2019
ESCINFO,ESCINFO-6668,1.0,1,NC,-1.0,2002,2019
ESCINFO,ESCINFO-6927,1.0,2,NC,2.0,2004,2020
ESCINFO,ESCINFO-7241,1.0,2,NC,2.0,2004,2020
ESCINFO,ESCINFO-7240,1.0,2,NC,1.0,2004,2020
ESCINFO,ESCINFO-6805,1.0,2,NC,1.0,2004,2020
ESCINFO,ESCINFO-6730,1.0,1,NC,1.0,2004,2020
ESCINFO,ESCINFO-6838,1.0,1,NC,1.0,2001,2019
ESCINFO,ESCINFO-6816,2.0,1,NC,1.0,2002,2018
ESCINFO,ESCINFO-6569,1.0,2,NC,-1.0,2003,2018
ESCINFO,ESCINFO-6587,1.0,2,NC,4.0,2001,2018
ESCINFO,ESCINFO-6781,1.0,2,NC,-1.0,2004,2020
ESCINFO,ESCINFO-7028,1.0,1,NC,-1.0,2004,2020
ESCINFO,ESCINFO-6636,1.0,1,NC,-1.0,2002,2018
ESCINFO,ESCINFO-6643,1.0,1,NC,-1.0,2002,2019
ESCINFO,ESCINFO-6566,1.0,1,NC,-1.0,2002,2019
ESCINFO,ESCINFO-6515,1.0,2,NC,-1.0,2003,2018
ESCINFO,ESCINFO-7121,1.0,1,NC,-1.0,2002,2018
ESCINFO,ESCINFO-6902,1.0,2,NC,-1.0,2002,2018
ESCINFO,ESCINFO-6663,1.0,2,NC,-1.0,2002,2019
ESCINFO,ESCINFO-6680,1.0,1,NC,-1.0,2002,2019
ESCINFO,ESCINFO-7038,1.0,1,NC,-1.0,2001,2018
ESCINFO,ESCINFO-7029,1.0,2,NC,-1.0,2001,2018
ESCINFO,ESCINFO-6746,1.0,2,NC,-1.0,2002,2018
ESCINFO,ESCINFO-6518,1.0,2,NC,-1.0,2001,2018
ESCINFO,ESCINFO-6629,1.0,2,NC,-1.0,2004,2020
ESCINFO,ESCINFO-6645,1.0,1,NC,-1.0,2004,2020
ESCINFO,ESCINFO-6903,1.0,2,NC,-1.0,2003,2019
ESCINFO,ESCINFO-6742,1.0,2,NC,-1.0,2001,2018
ESCINFO,ESCINFO-6765,1.0,1,NC,-1.0,2002,2019
ESCINFO,ESCINFO-6979,1.0,2,NC,2.0,2002,2019
ESCINFO,ESCINFO-7247,1.0,1,NC,-1.0,2003,2019
ESCINFO,ESCINFO-7246,1.0,1,NC,-1.0,2001,2019
ESCINFO,ESCINFO-6649,1.0,2,NC,-1.0,2003,2018
ESCINFO,ESCINFO-6839,1.0,1,NC,-1.0,2002,2019
ESCINFO,ESCINFO-6683,1.0,2,NC,-1.0,2002,2019
ESCINFO,ESCINFO-6802,1.0,2,NC,-1.0,2003,2018
ESCINFO,ESCINFO-6653,1.0,1,NC,-1.0,2001,2019
ESCINFO,ESCINFO-6978,1.0,1,NC,2.0,2001,2019
ESCINFO,ESCINFO-6787,1.0,1,NC,-1.0,2004,2020
ESCINFO,ESCINFO-6847,1.0,2,NC,-1.0,2001,2018
ESCINFO,ESCINFO-6747,1.0,1,NC,-1.0,2004,2020
ESCINFO,ESCINFO-7170,1.0,2,NC,-1.0,2004,2020
ESCINFO,ESCINFO-6841,1.0,2,NC,-1.0,2004,2020
ESCINFO,ESCINFO-6631,1.0,1,NC,-1.0,2002,2018
ESCINFO,ESCINFO-6997,1.0,1,NC,-1.0,2001,2019
ESCINFO,ESCINFO-6671,1.0,1,NC,-1.0,2001,2018
ESCINFO,ESCINFO-7232,1.0,2,NC,-1.0,2004,2020
ESCINFO,ESCINFO-7235,1.0,2,NC,-1.0,2004,2020
ESCINFO,ESCINFO-6918,1.0,2,NC,-1.0,2002,2019
ESCINFO,ESCINFO-7076,1.0,2,NC,-1.0,2002,2018
ESCINFO,ESCINFO-7227,1.0,2,NC,-1.0,2001,2018
ESCINFO,ESCINFO-7233,1.0,2,NC,-1.0,2002,2018
