unidad_academica,id_estudiante,estado_civil,sexo,sit_laboral,tipo_residencia,anio_nacimiento,anio_egreso_med
ESCINFO,ESCINFO-6592,1.0,2,NC,-1.0,2002,2019
ESCINFO,ESCINFO-6623,1.0,1,NC,-1.0,2001,2018
ESCINFO,ESCINFO-6948,1.0,1,NC,-1.0,2002,2018
ESCINFO,ESCINFO-6909,2.0,1,NC,-1.0,2002,2019
ESCINFO,ESCINFO-7163,1.0,1,NC,-1.0,2001,2018
ESCINFO,ESCINFO-6696,1.0,2,NC,-1.0,2001,2019
ESCINFO,ESCINFO-6573,1.0,1,NC,-1.0,2001,2018
ESCINFO,ESCINFO-2385,1.0,1,NC,-1.0,2002,2019
ESCINFO,ESCINFO-6785,1.0,1,NC,-1.0,2002,2018
ESCINFO,ESCINFO-4931,1.0,2,NC,-1.0,2001,2018
ESCINFO,ESCINFO-4936,1.0,1,NC,-1.0,2004,2020
ESCINFO,ESCINFO-3311,1.0,2,NC,-1.0,2001,2015
ESCINFO,ESCINFO-6496,1.0,1,NC,-1.0,2003,2019
ESCINFO,ESCINFO-6615,1.0,1,NC,-1.0,2001,2018
ESCINFO,ESCINFO-6498,2.0,1,NC,-1.0,2001,2019
ESCINFO,ESCINFO-6718,1.0,2,NC,-1.0,2003,2019
ESCINFO,ESCINFO-6871,1.0,2,NC,-1.0,2001,2018
ESCINFO,ESCINFO-6641,1.0,2,NC,-1.0,2003,2019
ESCINFO,ESCINFO-6793,1.0,2,NC,-1.0,2004,2020
ESCINFO,ESCINFO-7175,1.0,1,NC,-1.0,2003,2018
ESCINFO,ESCINFO-6812,1.0,1,NC,-1.0,2004,2020
ESCINFO,ESCINFO-7122,1.0,1,NC,-1.0,2001,2019
ESCINFO,ESCINFO-7097,1.0,1,NC,-1.0,2003,2019
ESCINFO,ESCINFO-6769,1.0,2,NC,-1.0,2003,2019
ESCINFO,ESCINFO-6986,1.0,1,NC,-1.0,2004,2020
ESCINFO,ESCINFO-6557,1.0,2,NC,-1.0,2003,2018
ESCINFO,ESCINFO-6607,1.0,2,NC,-1.0,2004,2020
ESCINFO,ESCINFO-7250,1.0,2,NC,-1.0,2002,2019
ESCINFO,ESCINFO-6715,1.0,1,NC,-1.0,2003,2019
ESCINFO,ESCINFO-6879,1.0,2,NC,-1.0,2001,2019
ESCINFO,ESCINFO-6586,1.0,2,NC,-1.0,2002,2018
ESCINFO,ESCINFO-7159,1.0,2,NC,-1.0,2001,2019
ESCINFO,ESCINFO-6494,1.0,2,NC,-1.0,2004,2020
ESCINFO,ESCINFO-6735,1.0,2,NC,-1.0,2004,2020
ESCINFO,ESCINFO-6666,1.0,1,NC,-1.0,2004,2020
ESCINFO,ESCINFO-7167,1.0,2,NC,-1.0,2003,2019
ESCINFO,ESCINFO-6591,1.0,1,NC,-1.0,2003,2018
ESCINFO,ESCINFO-6540,1.0,2,NC,-1.0,2002,2018
ESCINFO,ESCINFO-7222,1.0,1,NC,-1.0,2004,2020
ESCINFO,ESCINFO-6919,1.0,2,NC,-1.0,2003,2018
ESCINFO,ESCINFO-6953,1.0,2,NC,-1.0,2002,2019
ESCINFO,ESCINFO-6766,1.0,1,NC,-1.0,2001,2019
ESCINFO,ESCINFO-6865,1.0,2,NC,-1.0,2004,2020
ESCINFO,ESCINFO-6006,1.0,2,NC,-1.0,2003,2018
ESCINFO,ESCINFO-7171,1.0,2,NC,-1.0,2002,2019
ESCINFO,ESCINFO-6690,1.0,2,NC,-1.0,2001,2019
ESCINFO,ESCINFO-5918,1.0,1,NC,-1.0,2001,2019
ESCINFO,ESCINFO-6595,1.0,2,NC,2.0,2001,2019
ESCINFO,ESCINFO-6971,1.0,1,NC,-1.0,2004,2020
ESCINFO,ESCINFO-6815,1.0,1,NC,-1.0,2001,2019
ESCINFO,ESCINFO-6564,1.0,2,NC,-1.0,2001,2019
ESCINFO,ESCINFO-7127,1.0,1,NC,-1.0,2002,2019
ESCINFO,ESCINFO-6943,1.0,2,NC,-1.0,2004,2020
ESCINFO,ESCINFO-6736,1.0,2,NC,-1.0,2001,2019
ESCINFO,ESCINFO-6697,1.0,1,NC,-1.0,2003,2019
ESCINFO,ESCINFO-6737,1.0,2,NC,-1.0,2002,2018
ESCINFO,ESCINFO-6866,1.0,2,NC,-1.0,2003,2019
ESCINFO,ESCINFO-6912,1.0,2,NC,-1.0,2004,2020
ESCINFO,ESCINFO-6749,1.0,2,NC,-1.0,2002,2019
ESCINFO,ESCINFO-7055,1.0,2,NC,-1.0,2003,2018
ESCINFO,ESCINFO-7154,1.0,1,NC,-1.0,2002,2019
ESCINFO,ESCINFO-6991,1.0,2,NC,-1.0,2002,2018
ESCINFO,ESCINFO-6652,1.0,2,NC,4.0,2003,2019
ESCINFO,ESCINFO-6528,1.0,2,NC,2.0,2002,2019
ESCINFO,ESCINFO-6553,1.0,1,NC,-1.0,2003,2019
ESCINFO,ESCINFO-6685,1.0,2,NC,-1.0,2001,2018
ESCINFO,ESCINFO-6497,1.0,1,NC,-1.0,2001,2019
ESCINFO,ESCINFO-6534,1.0,2,NC,-1.0,2003,2018
ESCINFO,ESCINFO-6288,1.0,2,NC,-1.0,2004,2020
ESCINFO,ESCINFO-6676,2.0,2,NC,-1.0,2003,2019
ESCINFO,ESCINFO-6724,1.0,2,NC,-1.0,2002,2018
ESCINFO,ESCINFO-6893,1.0,2,NC,-1.0,2002,2019
ESCINFO,ESCINFO-6796,1.0,2,NC,-1.0,2002,2018
ESCINFO,ESCINFO-6942,1.0,2,NC,-1.0,2002,2019
ESCINFO,ESCINFO-6616,1.0,1,NC,-1.0,2003,2019
ESCINFO,ESCINFO-6482,1.0,2,NC,-1.0,2001,2019
ESCINFO,ESCINFO-6624,1.0,1,NC,-1.0,2001,2018
ESCINFO,ESCINFO-6583,1.0,2,NC,-1.0,2004,2020
ESCINFO,ESCINFO-6710,1.0,2,NC,-1.0,2003,2018
ESCINFO,ESCINFO-7005,1.0,1,NC,-1.0,2004,2020
ESCINFO,ESCINFO-6734,1.0,2,NC,-1.0,2003,2018
ESCINFO,ESCINFO-6567,1.0,2,NC,-1.0,2003,2018
ESCINFO,ESCINFO-6851,1.0,1,NC,-1.0,2002,2019
ESCINFO,ESCINFO-7118,1.0,1,NC,-1.0,2002,2019
ESCINFO,ESCINFO-6784,1.0,2,NC,-1.0,2003,2018
ESCINFO,ESCINFO-5972,1.0,2,NC,-1.0,2003,2018
ESCINFO,ESCINFO-6764,1.0,1,NC,-1.0,2004,2020
ESCINFO,ESCINFO-7024,1.0,2,NC,-1.0,2003,2018
ESCINFO,ESCINFO-7252,1.0,1,NC,-1.0,2003,2018
ESCINFO,ESCINFO-6803,1.0,1,NC,-1.0,2003,2019
ESCINFO,ESCINFO-7017,1.0,2,NC,-1.0,2002,2019
ESCINFO,ESCINFO-6579,1.0,2,NC,-1.0,2003,2018
ESCINFO,ESCINFO-7010,1.0,2,NC,-1.0,2001,2018
ESCINFO,ESCINFO-6849,1.0,2,NC,-1.0,2001,2019
ESCINFO,ESCINFO-7253,1.0,2,NC,-1.0,2002,2018
ESCINFO,ESCINFO-6798,1.0,2,NC,-1.0,2004,2020
ESCINFO,ESCINFO-6695,1.0,2,NC,-1.0,2001,2019
ESCINFO,ESCINFO-7254,1.0,2,NC,-1.0,2004,2020
ESCINFO,ESCINFO-6932,1.0,1,NC,-1.0,2002,2019
ESCINFO,ESCINFO-7255,1.0,1,NC,-1.0,2003,2018
ESCINFO,ESCINFO-7041,1.0,1,NC,-1.0,2002,2018
ESCINFO,ESCINFO-6770,1.0,2,NC,-1.0,2002,2019
ESCINFO,ESCINFO-6654,1.0,1,NC,-1.0,2001,2018
ESCINFO,ESCINFO-6619,1.0,1,NC,-1.0,2002,2018
ESCINFO,ESCINFO-6876,1.0,1,NC,-1.0,2002,2018
ESCINFO,ESCINFO-6931,1.0,2,NC,-1.0,2001,2019
ESCINFO,ESCINFO-6729,1.0,2,NC,-1.0,2003,2018
ESCINFO,ESCINFO-6824,6.0,1,NC,-1.0,2003,2019
ESCINFO,ESCINFO-6609,1.0,1,NC,-1.0,2004,2020
ESCINFO,ESCINFO-6657,1.0,1,NC,-1.0,2003,2019
ESCINFO,ESCINFO-7174,1.0,1,NC,-1.0,2003,2019
ESCINFO,ESCINFO-6602,1.0,2,NC,-1.0,2001,2019
ESCINFO,ESCINFO-6173,1.0,2,NC,-1.0,2001,2018
ESCINFO,ESCINFO-6911,1.0,1,NC,-1.0,2004,2020
ESCINFO,ESCINFO-7256,1.0,2,NC,-1.0,2003,2018
ESCINFO,ESCINFO-6705,1.0,1,NC,-1.0,2002,2018
ESCINFO,ESCINFO-7031,1.0,1,NC,-1.0,2001,2018
ESCINFO,ESCINFO-6511,1.0,2,NC,-1.0,2001,2018
ESCINFO,ESCINFO-6245,1.0,2,NC,4.0,2002,2018
ESCINFO,ESCINFO-7213,1.0,2,NC,-1.0,2003,2019
ESCINFO,ESCINFO-6516,1.0,1,NC,-1.0,2001,2019
ESCINFO,ESCINFO-7113,1.0,2,NC,-1.0,2003,2018
ESCINFO,ESCINFO-6890,1.0,2,NC,-1.0,2001,2019
ESCINFO,ESCINFO-6939,1.0,2,NC,-1.0,2003,2019
ESCINFO,ESCINFO-6673,1.0,2,NC,-1.0,2003,2018
ESCINFO,ESCINFO-6780,1.0,2,NC,-1.0,2001,2018
ESCINFO,ESCINFO-7143,1.0,2,NC,-1.0,2002,2018
ESCINFO,ESCINFO-6958,1.0,1,NC,-1.0,2003,2018
ESCINFO,ESCINFO-6955,1.0,2,NC,-1.0,2001,2019
ESCINFO,ESCINFO-6687,1.0,1,NC,-1.0,2001,2019
ESCINFO,ESCINFO-6717,1.0,1,NC,-1.0,2002,2018
ESCINFO,ESCINFO-6961,1.0,2,NC,-1.0,2004,2020
ESCINFO,ESCINFO-6620,1.0,2,NC,-1.0,2003,2018
ESCINFO,ESCINFO-5878,1.0,2,NC,-1.0,2002,2019
ESCINFO,ESCINFO-6501,1.0,2,NC,-1.0,2002,2019
ESCINFO,ESCINFO-6810,1.0,2,NC,-1.0,2001,2019
ESCINFO,ESCINFO-4371,1.0,1,NC,-1.0,2001,2019
ESCINFO,ESCINFO-7259,1.0,1,NC,-1.0,2004,2020
ESCINFO,ESCINFO-6814,1.0,2,NC,-1.0,2002,2019
ESCINFO,ESCINFO-4994,1.0,2,NC,-1.0,2002,2018
ESCINFO,ESCINFO-6682,1.0,1,NC,-1.0,2004,2020
ESCINFO,ESCINFO-6844,1.0,1,NC,-1.0,2003,2018
ESCINFO,ESCINFO-6852,1.0,1,NC,-1.0,2003,2019
ESCINFO,ESCINFO-6881,1.0,2,NC,-1.0,2003,2018
ESCINFO,ESCINFO-6776,1.0,2,NC,-1.0,2003,2018
ESCINFO,ESCINFO-6861,1.0,1,NC,-1.0,2001,2018
ESCINFO,ESCINFO-7178,1.0,2,NC,-1.0,2001,2019
ESCINFO,ESCINFO-6862,1.0,1,NC,-1.0,2003,2018
ESCINFO,ESCINFO-7032,1.0,2,NC,-1.0,2003,2018
ESCINFO,ESCINFO-6675,1.0,2,NC,-1.0,2004,2020
ESCINFO,ESCINFO-6565,1.0,2,NC,-1.0,2002,2018
ESCINFO,ESCINFO-7148,1.0,2,NC,1.0,2001,2018
ESCINFO,ESCINFO-6973,1.0,2,NC,-1.0,2002,2019
ESCINFO,ESCINFO-6850,1.0,2,NC,-1.0,2002,2019
ESCINFO,ESCINFO-6864,1.0,2,NC,-1.0,2003,2018
ESCINFO,ESCINFO-7220,1.0,1,NC,-1.0,2002,2019
ESCINFO,ESCINFO-7114,1.0,2,NC,-1.0,2002,2019
ESCINFO,ESCINFO-4242,1.0,1,NC,-1.0,2001,2018
ESCINFO,ESCINFO-6845,1.0,2,NC,-1.0,2002,2018
ESCINFO,ESCINFO-6833,1.0,2,NC,-1.0,2001,2019
ESCINFO,ESCINFO-7081,1.0,2,NC,-1.0,2004,2020
ESCINFO,ESCINFO-6570,1.0,2,NC,-1.0,2004,2020
ESCINFO,ESCINFO-6604,1.0,2,NC,-1.0,2001,2019
ESCINFO,ESCINFO-6937,1.0,2,NC,-1.0,2003,2018
ESCINFO,ESCINFO-6797,1.0,1,NC,-1.0,2001,2019
ESCINFO,ESCINFO-7008,1.0,2,NC,-1.0,2003,2018
ESCINFO,ESCINFO-7155,1.0,2,NC,-1.0,2003,2019
ESCINFO,ESCINFO-6856,1.0,2,NC,-1.0,2002,2019
ESCINFO,ESCINFO-6714,1.0,1,NC,-1.0,2001,2019
ESCINFO,ESCINFO-6580,1.0,2,NC,-1.0,2003,2018
ESCINFO,ESCINFO-6597,1.0,2,NC,-1.0,2003,2019
ESCINFO,ESCINFO-7179,1.0,1,NC,-1.0,2004,2020
ESCINFO,ESCINFO-6763,1.0,1,NC,1.0,2001,2018
ESCINFO,ESCINFO-6635,1.0,1,NC,-1.0,2002,2019
ESCINFO,ESCINFO-6594,1.0,1,NC,-1.0,2003,2019
ESCINFO,ESCINFO-7069,1.0,2,NC,-1.0,2001,2018
ESCINFO,ESCINFO-6778,1.0,1,NC,-1.0,2001,2019
ESCINFO,ESCINFO-6706,1.0,1,NC,1.0,2003,2019
ESCINFO,ESCINFO-6767,1.0,1,NC,-1.0,2002,2019
ESCINFO,ESCINFO-6521,1.0,2,NC,-1.0,2001,2018
ESCINFO,ESCINFO-7164,1.0,2,NC,-1.0,2003,2019
ESCINFO,ESCINFO-6985,1.0,2,NC,-1.0,2003,2019
ESCINFO,ESCINFO-7061,1.0,1,NC,-1.0,2004,2020
ESCINFO,ESCINFO-7060,1.0,1,NC,-1.0,2001,2018
ESCINFO,ESCINFO-6795,1.0,2,NC,-1.0,2002,2019
ESCINFO,ESCINFO-7080,1.0,1,NC,-1.0,2001,2018
ESCINFO,ESCINFO-7040,1.0,2,NC,-1.0,2001,2019
ESCINFO,ESCINFO-7215,1.0,2,NC,-1.0,2003,2018
ESCINFO,ESCINFO-6508,1.0,2,NC,-1.0,2004,2020
ESCINFO,ESCINFO-6930,6.0,2,NC,-1.0,2004,2020
ESCINFO,ESCINFO-6828,1.0,2,NC,-1.0,2004,2020
ESCINFO,ESCINFO-6790,1.0,2,NC,-1.0,2002,2018
ESCINFO,ESCINFO-6837,1.0,2,NC,-1.0,2001,2018
ESCINFO,ESCINFO-6661,1.0,1,NC,-1.0,2003,2019
ESCINFO,ESCINFO-6949,1.0,2,NC,-1.0,2004,2020
ESCINFO,ESCINFO-6789,1.0,2,NC,-1.0,2004,2020
ESCINFO,ESCINFO-6725,2.0,2,NC,-1.0,2002,2019
ESCINFO,ESCINFO-6897,1.0,1,NC,-1.0,2002,2019
ESCINFO,ESCINFO-6510,1.0,1,NC,-1.0,2001,2019
ESCINFO,ESCINFO-7262,1.0,1,NC,-1.0,2002,2019
ESCINFO,ESCINFO-7051,1.0,2,NC,-1.0,2003,2019
ESCINFO,ESCINFO-6613,1.0,1,NC,-1.0,2002,2018
ESCINFO,ESCINFO-7158,1.0,2,NC,-1.0,2002,2018
ESCINFO,ESCINFO-6992,1.0,1,NC,-1.0,1999,2019
ESCINFO,ESCINFO-7263,1.0,2,NC,-1.0,1998,2018
ESCINFO,ESCINFO-6972,1.0,2,NC,-1.0,1994,2014
ESCINFO,ESCINFO-6993,1.0,2,NC,-1.0,2001,2018
ESCINFO,ESCINFO-7142,1.0,2,NC,-1.0,2003,2018
ESCINFO,ESCINFO-6679,1.0,2,NC,-1.0,2003,2018
ESCINFO,ESCINFO-6732,1.0,1,NC,-1.0,2002,2019
ESCINFO,ESCINFO-6885,1.0,2,NC,-1.0,2002,2019
ESCINFO,ESCINFO-6681,1.0,1,NC,-1.0,2002,2019
ESCINFO,ESCINFO-6995,1.0,2,NC,-1.0,2004,2020
ESCINFO,ESCINFO-6596,1.0,1,NC,-1.0,2003,2018
ESCINFO,ESCINFO-6987,1.0,2,NC,-1.0,2002,2018
ESCINFO,ESCINFO-6740,1.0,1,NC,-1.0,2004,2020
ESCINFO,ESCINFO-6632,1.0,2,NC,-1.0,2001,2019
ESCINFO,ESCINFO-7119,1.0,2,NC,-1.0,2003,2018
ESCINFO,ESCINFO-7173,1.0,1,NC,-1.0,2004,2020
ESCINFO,ESCINFO-6840,1.0,1,NC,-1.0,2003,2018
ESCINFO,ESCINFO-6772,1.0,1,NC,-1.0,2004,2020
ESCINFO,ESCINFO-6801,1.0,2,NC,-1.0,2001,2018
ESCINFO,ESCINFO-6145,1.0,2,NC,-1.0,2002,2019
ESCINFO,ESCINFO-7126,1.0,2,NC,-1.0,2004,2020
ESCINFO,ESCINFO-6634,1.0,1,NC,-1.0,2004,2020
ESCINFO,ESCINFO-6977,1.0,1,NC,-1.0,2003,2018
ESCINFO,ESCINFO-6744,1.0,1,NC,-1.0,2002,2019
ESCINFO,ESCINFO-7217,1.0,1,NC,-1.0,2002,2018
ESCINFO,ESCINFO-3777,1.0,2,NC,-1.0,2003,2019
ESCINFO,ESCINFO-6547,1.0,2,NC,-1.0,2003,2019
ESCINFO,ESCINFO-5420,1.0,2,NC,-1.0,2002,2018
ESCINFO,ESCINFO-5195,1.0,2,NC,-1.0,2004,2020
ESCINFO,ESCINFO-5332,1.0,2,NC,-1.0,2003,2018
ESCINFO,ESCINFO-5542,1.0,2,NC,-1.0,2001,2018
ESCINFO,ESCINFO-5178,1.0,2,NC,-1.0,2003,2019
ESCINFO,ESCINFO-5556,2.0,2,NC,1.0,2002,2018
ESCINFO,ESCINFO-5647,1.0,2,NC,-1.0,2002,2018
ESCINFO,ESCINFO-5660,1.0,1,NC,-1.0,2004,2020
ESCINFO,ESCINFO-5741,1.0,1,NC,-1.0,2004,2020
ESCINFO,ESCINFO-1294,1.0,2,NC,-1.0,2002,2015
ESCINFO,ESCINFO-1367,1.0,2,NC,-1.0,2000,2015
ESCINFO,ESCINFO-5467,1.0,2,NC,-1.0,2002,2019
ESCINFO,ESCINFO-5498,1.0,2,NC,-1.0,2003,2019
ESCINFO,ESCINFO-5679,1.0,2,NC,-1.0,2003,2019
ESCINFO,ESCINFO-5193,1.0,2,NC,-1.0,2004,2020
ESCINFO,ESCINFO-5199,1.0,2,NC,-1.0,2001,2018
ESCINFO,ESCINFO-5424,1.0,2,NC,-1.0,2001,2019
ESCINFO,ESCINFO-5489,1.0,2,NC,-1.0,2001,2019
ESCINFO,ESCINFO-5536,1.0,2,NC,-1.0,2001,2019
ESCINFO,ESCINFO-5717,1.0,2,NC,-1.0,2002,2018
ESCINFO,ESCINFO-5058,1.0,1,NC,-1.0,2002,2018
ESCINFO,ESCINFO-5658,1.0,1,NC,3.0,2004,2020
ESCINFO,ESCINFO-5703,1.0,1,NC,-1.0,2002,2019
ESCINFO,ESCINFO-4996,1.0,2,NC,-1.0,2002,2019
ESCINFO,ESCINFO-5812,1.0,2,NC,-1.0,2002,2018
ESCINFO,ESCINFO-2270,2.0,2,NC,-1.0,2000,2017
ESCINFO,ESCINFO-877,1.0,1,NC,-1.0,2002,2018
ESCINFO,ESCINFO-5416,1.0,1,NC,-1.0,2004,2020
ESCINFO,ESCINFO-2546,1.0,1,NC,2.0,2002,2017
ESCINFO,ESCINFO-5168,1.0,2,NC,-1.0,2001,2018
ESCINFO,ESCINFO-5334,1.0,2,NC,-1.0,2004,2020
ESCINFO,ESCINFO-5412,1.0,2,NC,-1.0,2001,2019
ESCINFO,ESCINFO-5635,1.0,2,NC,-1.0,2001,2019
ESCINFO,ESCINFO-5609,1.0,2,NC,-1.0,2002,2018
ESCINFO,ESCINFO-5603,1.0,2,NC,-1.0,2002,2018
ESCINFO,ESCINFO-5719,1.0,1,NC,-1.0,2003,2018
ESCINFO,ESCINFO-5863,1.0,2,NC,-1.0,2003,2016
ESCINFO,ESCINFO-5352,1.0,1,NC,-1.0,2003,2019
ESCINFO,ESCINFO-5688,1.0,2,NC,-1.0,2004,2020
ESCINFO,ESCINFO-5723,1.0,2,NC,-1.0,2001,2019
ESCINFO,ESCINFO-5152,1.0,1,NC,-1.0,2004,2020
ESCINFO,ESCINFO-5722,1.0,2,NC,-1.0,2001,2018
ESCINFO,ESCINFO-5559,1.0,2,NC,-1.0,2004,2020
ESCINFO,ESCINFO-5742,1.0,1,NC,-1.0,2003,2019
ESCINFO,ESCINFO-5704,1.0,1,NC,-1.0,2003,2018
ESCINFO,ESCINFO-5705,1.0,1,NC,-1.0,2001,2019
ESCINFO,ESCINFO-5211,1.0,1,NC,-1.0,2003,2018
ESCINFO,ESCINFO-5518,1.0,1,NC,-1.0,2003,2018
ESCINFO,ESCINFO-5782,1.0,1,NC,-1.0,2002,2019
ESCINFO,ESCINFO-5305,2.0,1,NC,-1.0,2002,2019
ESCINFO,ESCINFO-5593,1.0,2,NC,-1.0,2002,2019
ESCINFO,ESCINFO-826,1.0,2,NC,-1.0,2001,2019
ESCINFO,ESCINFO-5003,1.0,2,NC,-1.0,2004,2020
ESCINFO,ESCINFO-1764,1.0,2,NC,-1.0,2000,2015
ESCINFO,ESCINFO-7268,1.0,2,NC,-1.0,2002,2019
ESCINFO,ESCINFO-7269,1.0,1,NC,-1.0,2003,2018
ESCINFO,ESCINFO-1363,1.0,1,NC,-1.0,2001,2019
ESCINFO,ESCINFO-1173,1.0,1,NC,-1.0,2004,2020
ESCINFO,ESCINFO-7270,1.0,2,NC,-1.0,2003,2019
ESCINFO,ESCINFO-7272,1.0,2,NC,-1.0,2003,2018
ESCINFO,ESCINFO-5606,1.0,2,NC,-1.0,2001,2019
ESCINFO,ESCINFO-5778,1.0,2,NC,-1.0,2001,2019
ESCINFO,ESCINFO-1711,1.0,1,NC,4.0,2002,2016
ESCINFO,ESCINFO-5172,1.0,2,NC,-1.0,2001,2018
ESCINFO,ESCINFO-4621,1.0,2,NC,-1.0,2004,2020
ESCINFO,ESCINFO-5339,1.0,2,NC,-1.0,2003,2019
ESCINFO,ESCINFO-5701,1.0,2,No,4.0,2002,2019
ESCINFO,ESCINFO-4275,1.0,1,NC,-1.0,2001,2019
ESCINFO,ESCINFO-5348,1.0,1,NC,-1.0,2003,2018
ESCINFO,ESCINFO-4682,1.0,2,NC,-1.0,2002,2019
ESCINFO,ESCINFO-7274,1.0,1,NC,4.0,2004,2020
ESCINFO,ESCINFO-5776,1.0,1,NC,-1.0,2001,2019
ESCINFO,ESCINFO-7276,1.0,2,NC,-1.0,2002,2018
ESCINFO,ESCINFO-6320,1.0,1,No,4.0,2001,2019
ESCINFO,ESCINFO-2941,1.0,2,NC,4.0,2003,2016
ESCINFO,ESCINFO-5060,1.0,2,NC,-1.0,2003,2019
ESCINFO,ESCINFO-7279,1.0,1,NC,-1.0,2001,2019
ESCINFO,ESCINFO-1488,1.0,2,NC,1.0,2001,2016
ESCINFO,ESCINFO-3684,1.0,2,NC,-1.0,2002,2016
ESCINFO,ESCINFO-8109,1.0,1,Si,4.0,2002,2018
ESCINFO,ESCINFO-8110,1.0,1,NC,-1.0,2001,2019
ESCINFO,ESCINFO-7021,1.0,2,NC,1.0,2003,2019
ESCINFO,ESCINFO-8115,1.0,1,NC,4.0,2001,2019
ESCINFO,ESCINFO-1568,1.0,2,NC,-1.0,2002,2018
ESCINFO,ESCINFO-6418,1.0,2,NC,-1.0,2001,2019
ESCINFO,ESCINFO-4446,1.0,1,NC,-1.0,2004,2020
ESCINFO,ESCINFO-8120,1.0,1,NC,-1.0,2002,2018
ESCINFO,ESCINFO-4497,1.0,1,NC,4.0,2002,2018
ESCINFO,ESCINFO-6585,2.0,1,NC,1.0,2003,2019
ESCINFO,ESCINFO-3379,1.0,2,NC,2.0,2004,2020
ESCINFO,ESCINFO-1605,1.0,1,NC,-1.0,2003,2018
ESCINFO,ESCINFO-6572,1.0,1,NC,-1.0,2003,2018
ESCINFO,ESCINFO-6777,1.0,1,NC,-1.0,2002,2019
ESCINFO,ESCINFO-6050,1.0,2,No,4.0,2003,2018
ESCINFO,ESCINFO-7427,1.0,1,NC,-1.0,2003,2018
ESCINFO,ESCINFO-8121,1.0,1,NC,-1.0,2002,2019
ESCINFO,ESCINFO-8122,1.0,2,NC,-1.0,2002,2019
ESCINFO,ESCINFO-4803,1.0,2,NC,-1.0,2001,2018
ESCINFO,ESCINFO-4120,1.0,1,NC,-1.0,2003,2019
ESCINFO,ESCINFO-5847,1.0,1,NC,1.0,2002,2018
ESCINFO,ESCINFO-8123,1.0,1,NC,-1.0,2004,2020
ESCINFO,ESCINFO-7026,1.0,1,NC,-1.0,2001,2018
ESCINFO,ESCINFO-7048,1.0,1,NC,-1.0,2003,2019
ESCINFO,ESCINFO-6870,1.0,1,NC,-1.0,2003,2018
ESCINFO,ESCINFO-337,1.0,1,NC,-1.0,2004,2020
ESCINFO,ESCINFO-6738,1.0,2,NC,-1.0,2002,2019
ESCINFO,ESCINFO-4906,1.0,1,NC,-1.0,2002,2019
ESCINFO,ESCINFO-8125,1.0,1,NC,-1.0,2003,2018
ESCINFO,ESCINFO-4916,1.0,2,NC,-1.0,2004,2020
ESCINFO,ESCINFO-1758,1.0,1,NC,4.0,2001,2019
ESCINFO,ESCINFO-8000,1.0,2,NC,-1.0,2003,2019
ESCINFO,ESCINFO-8127,1.0,1,NC,-1.0,2001,2018
ESCINFO,ESCINFO-3365,1.0,1,NC,-1.0,2001,2016
ESCINFO,ESCINFO-8128,1.0,2,NC,-1.0,2003,2018
ESCINFO,ESCINFO-7265,1.0,1,NC,1.0,2003,2019
ESCINFO,ESCINFO-7125,1.0,2,NC,-1.0,2003,2018
ESCINFO,ESCINFO-8130,1.0,2,NC,-1.0,2003,2018
ESCINFO,ESCINFO-7746,1.0,2,NC,4.0,2004,2020
ESCINFO,ESCINFO-7793,1.0,2,NC,-1.0,2001,2019
ESCINFO,ESCINFO-7792,1.0,2,NC,-1.0,2003,2019
ESCINFO,ESCINFO-7335,1.0,2,NC,4.0,2001,2018
ESCINFO,ESCINFO-8132,1.0,1,NC,2.0,2004,2020
ESCINFO,ESCINFO-8131,1.0,1,NC,2.0,2002,2018
ESCINFO,ESCINFO-8133,1.0,1,NC,-1.0,2001,2019
ESCINFO,ESCINFO-8074,1.0,2,NC,-1.0,2003,2019
ESCINFO,ESCINFO-5838,1.0,2,NC,-1.0,2001,2019
ESCINFO,ESCINFO-8097,1.0,2,NC,-1.0,2004,2020
ESCINFO,ESCINFO-7803,1.0,1,NC,-1.0,2003,2019
ESCINFO,ESCINFO-7809,1.0,2,NC,1.0,2004,2020
ESCINFO,ESCINFO-6655,1.0,1,NC,-1.0,2001,2019
ESCINFO,ESCINFO-6702,1.0,2,NC,1.0,2003,2019
ESCINFO,ESCINFO-8134,1.0,1,NC,2.0,2004,2020
ESCINFO,ESCINFO-7418,1.0,2,NC,1.0,2004,2020
ESCINFO,ESCINFO-8135,1.0,2,NC,-1.0,2002,2018
ESCINFO,ESCINFO-4808,1.0,2,NC,1.0,2002,2019
ESCINFO,ESCINFO-7340,1.0,2,NC,-1.0,2003,2018
ESCINFO,ESCINFO-8009,1.0,2,NC,-1.0,2001,2018
ESCINFO,ESCINFO-8136,4.0,2,NC,1.0,2002,2018
ESCINFO,ESCINFO-8137,1.0,2,NC,2.0,2001,2019
ESCINFO,ESCINFO-7701,1.0,2,NC,3.0,2004,2020
ESCINFO,ESCINFO-7374,1.0,1,NC,-1.0,2004,2020
ESCINFO,ESCINFO-8138,1.0,2,NC,1.0,2001,2018
ESCINFO,ESCINFO-7609,1.0,2,NC,-1.0,2001,2019
ESCINFO,ESCINFO-7382,1.0,2,NC,-1.0,2003,2018
ESCINFO,ESCINFO-7381,1.0,1,NC,-1.0,2002,2019
ESCINFO,ESCINFO-3993,1.0,2,NC,-1.0,2003,2019
ESCINFO,ESCINFO-1963,1.0,2,1,4.0,2003,2019
ESCINFO,ESCINFO-7919,1.0,2,NC,-1.0,2003,2019
